,p_value,sidak_cor_pval,holm-sidak_cor_pval,holm_cor_pval,simes-hochberg_cor_pval,hommel_cor_pval,fdr_bh_cor_pval,fdr_by_cor_pval,fdr_tsbh_cor_pval,fdr_tsbky_cor_pval,log2FC
Gm5094,3.483408669656814e-05,0.5326050662144205,0.45144301900429595,0.6004536644750202,0.5,0.3307844872706111,0.00016514282801544718,0.001745305740705998,7.27539096217178e-05,7.720960440892582e-05,-0.0448057441784
Gm5098,0.00030417963526407096,0.9986961951210707,0.9913413427027153,1.0,0.5,0.5,0.0010644200202483498,0.011249282782586658,0.00046893176581335887,0.0004976507286203709,-0.0256076417053
Gm5100,0.3246588125935158,1.0,1.0,1.0,0.5,0.5,0.3653764376065755,1.0,0.16096711337078182,0.17082528225390142,0.00329619980458
Gm5109,6.949484241729987e-08,0.0015161998483191885,0.001390041810199083,0.0013910087658246743,0.0013910087658246743,0.0012307224450283072,8.341673388341536e-07,8.815866015328947e-06,3.6749361693898156e-07,3.90000165409587e-07,-0.062553742269
Gm5116,0.025361414766923444,1.0,1.0,1.0,0.5,0.5,0.04597184491148831,0.485851706665465,0.020252962178419258,0.021493321885177424,-0.0183904335902
Gm5117,0.32465777820935016,1.0,1.0,1.0,0.5,0.5,0.3653764376065755,1.0,0.16096711337078182,0.17082528225390142,0.00600294369145
Gm5127,0.00025272566637379607,0.9959889795300806,0.9815055453396158,1.0,0.5,0.5,0.0009110860934344712,0.0096287789682265,0.0004013802845445717,0.00042596216682185695,0.024521411424
Gm5130,0.07090516279989166,1.0,1.0,1.0,0.5,0.5,0.1084629310804761,1.0,0.04778349977388933,0.05070992244951031,-0.0117104882895
Gm5131,0.00037871894371330753,0.9997440467164772,0.9970669653151648,1.0,0.5,0.5,0.0012826019005907413,0.01355512974461147,0.0005650521059715279,0.000599657802574899,-0.0272592210085
Gm5147,9.094675026771406e-11,1.9857305829651395e-06,1.9333453254999355e-06,1.9333460171910654e-06,1.9332550704407977e-06,1.870228972505272e-06,3.4087464438189065e-09,3.6025208048706817e-08,1.5017281324124788e-09,1.5936990278074461e-09,-0.101163829013
Gm5149,3.114552736705186e-13,6.79949097026622e-09,6.765857873958225e-09,6.766677275765688e-09,6.7663658204920174e-09,6.6925509206321045e-09,6.130496545778221e-11,6.478992120520184e-10,2.700799041579221e-11,2.8662050833085398e-11,0.100442689866
Gm5162,0.00025752002104016946,0.9963877204138042,0.9827743577093123,1.0,0.5,0.5,0.0009253919756889701,0.009779970144523333,0.00040768276147990304,0.00043265062869976074,-0.0296509963763
Gm5175,0.026880379678650364,1.0,1.0,1.0,0.5,0.5,0.0482852763010699,0.5103011189317278,0.021272147693505147,0.02257492575840211,0.0186399678759
Gm5191,0.03601817558554684,1.0,1.0,1.0,0.5,0.5,0.0616345963040673,0.6513829032013628,0.027153209757663433,0.028816163897203876,-0.0126282394131
Gm5203,0.00030410678494115613,0.998694118988676,0.9913400426828375,1.0,0.5,0.5,0.0010644200202483498,0.011249282782586658,0.00046893176581335887,0.0004976507286203709,0.0289024679392
Gm5210,0.025366530641245607,1.0,1.0,1.0,0.5,0.5,0.04597184491148831,0.485851706665465,0.020252962178419258,0.021493321885177424,0.0296130215612
Gm5213,0.1272973828656686,1.0,1.0,1.0,0.5,0.5,0.17464509190948227,1.0,0.07694014560214849,0.08165221959884521,0.0119785588249
Gm5217,3.271895031355877e-11,7.14385051781008e-07,6.997596965208075e-07,6.997601903560815e-07,6.997601903560815e-07,6.801288201679462e-07,1.5946106275585765e-09,1.6852582191510326e-08,7.025079979154505e-10,7.455319569103557e-10,-0.0856678421499
Gm5224,0.4052243479329833,1.0,1.0,1.0,0.5,0.5,0.4307765593928063,1.0,0.18977923077765887,0.20140195089940946,0.00254105017991
Gm5226,0.06758149349545434,1.0,1.0,1.0,0.5,0.5,0.10432891948438422,1.0,0.045962255038943474,0.04877713854486318,0.0209565417838
Gm5244,0.00014019313866939448,0.9531681416533326,0.8980431211880973,1.0,0.5,0.5,0.0005505816327300117,0.005818801190936895,0.00024255952758221044,0.0002574146910813975,0.0230514353307
Gm5259,5.385110384517043e-07,0.011688999743617035,0.010377280730286653,0.010431497325847963,0.010431497325847963,0.008661950053495663,4.7539251982559366e-06,5.024167890976709e-05,2.0943485610526637e-06,2.2226135301051764e-06,0.0313804708832
Gm5263,0.13151035958047025,1.0,1.0,1.0,0.5,0.5,0.17932280286724187,1.0,0.07900091787029402,0.08383920051062983,0.0120376211861
Gm5277,0.03446693388030179,1.0,1.0,1.0,0.5,0.5,0.05944138658388629,0.6282040491075838,0.026186988071375025,0.027790767536272312,0.014717566674
Gm5278,0.1978100026555532,1.0,1.0,1.0,0.5,0.5,0.24787255607769504,1.0,0.10920060991624754,0.11588842354569566,-0.00723041555521
Gm5296,0.04420052963684349,1.0,1.0,1.0,0.5,0.5,0.07305248212005158,0.7720523982126689,0.03218337572193717,0.03415439418932392,0.0158388314966
Gm5299,0.31041017707218005,1.0,1.0,1.0,0.5,0.5,0.35307315259164523,1.0,0.1555468835201537,0.16507309924753932,-0.00318621058067
Gm5329//Gm5329//Gm5329,0.014496507565689754,1.0,1.0,1.0,0.5,0.5,0.028900360316770464,0.30543236648831784,0.01273209516749176,0.013511851614437327,0.0200508672154
Gm5329//Gm5329//Gm5329//Gm5329,0.015057907916315125,1.0,1.0,1.0,0.5,0.5,0.02983162702520864,0.3152744235240221,0.013142366050906015,0.013947248870387117,0.0195280672256
Gm534,9.82016829606539e-07,0.021213134010590773,0.018622199072218626,0.01879776615232837,0.018795655584543387,0.01519965648865001,7.943033712972174e-06,8.394565180011869e-05,3.499314888938323e-06,3.713624734148175e-06,-0.0444101061517
Gm5426,0.144728891624747,1.0,1.0,1.0,0.5,0.5,0.193466217671505,1.0,0.08523181953751977,0.09045170360962215,0.00992610166209
Gm5429,6.350552759995504e-10,1.386569978012453e-05,1.3322734939036351e-05,1.3322824635194567e-05,1.3322824635194567e-05,1.2701105519991007e-05,1.6111995815448856e-08,1.70279019251769e-07,7.098162853751147e-09,7.532878285411902e-09,-0.0571096376328
Gm5436//Gm5436,0.3745567776591587,1.0,1.0,1.0,0.5,0.5,0.40639236940930556,1.0,0.17903674092461805,0.19000155473880792,-0.000517748512759
Gm5458//Gm5458,1.8211625833176255e-07,0.003968431626508728,0.003584891817518421,0.0035913326143023577,0.0035911504980440257,0.0030979796704816128,1.8768978458895357e-06,1.983592399691326e-05,8.268700366223067e-07,8.775103462775931e-07,0.0465564999263
Gm5470,0.013086814952928178,1.0,1.0,1.0,0.5,0.5,0.02653909720429114,0.2804774464651365,0.011691837318314394,0.012407884866315123,0.0264836524716
Gm5472,0.012754520213935614,1.0,1.0,1.0,0.5,0.5,0.025972861517608855,0.2744932059962331,0.011442381374822735,0.012143151399555874,0.0358927508961
Gm5486,6.230564967695506e-08,0.0013594566970196453,0.0012481372139380165,0.0012489167477745641,0.0012488544421248872,0.0011080436738549687,7.58710792382961e-07,8.018406354030201e-06,3.342511272296282e-07,3.5472179352040416e-07,0.0549699404848
Gm5488,0.3745629098071552,1.0,1.0,1.0,0.5,0.5,0.40639236940930556,1.0,0.17903674092461805,0.19000155473880792,0.00268930946377
Gm5502,0.0172730006986441,1.0,1.0,1.0,0.5,0.5,0.03339394087749016,0.35292260292907546,0.014711748525262337,0.01561274562020277,0.0350746110327
Gm5512,4.837043530252851e-09,0.00010560643223189725,9.989930732057228e-05,9.990429707384238e-05,9.989946003031213e-05,9.287607282438499e-05,8.931295870094101e-08,9.439006308261202e-07,3.9346951989756876e-08,4.175669202688815e-08,-0.0311366207826
Gm5516,0.1402272607624569,1.0,1.0,1.0,0.5,0.5,0.1886615572750229,1.0,0.08311511951215743,0.08820536973615285,-0.0130386236375
Gm5520,4.505213665300231e-10,9.836635825322126e-06,9.479375807197599e-06,9.479420073158216e-06,9.479420073158216e-06,9.057281552719585e-06,1.2376197690304945e-08,1.3079737786118742e-07,5.452351634287958e-09,5.786272036383709e-09,0.0764609517058
Gm5521,0.4502929598041153,1.0,1.0,1.0,0.5,0.5,0.4650548125048226,1.0,0.20488056432554222,0.2174281410428909,0.00202328816508
Gm5546,0.04419750995780491,1.0,1.0,1.0,0.5,0.5,0.07305248212005158,0.7720523982126689,0.03218337572193717,0.03415439418932392,0.0167660409037
Gm5569,0.24366217046378968,1.0,1.0,1.0,0.5,0.5,0.29240451578696164,1.0,0.1288192286046892,0.13670855260625095,-0.0108728886005
Gm5577,0.015439105325734484,1.0,1.0,1.0,0.5,0.5,0.030462167928487997,0.32193827124582847,0.013420151749753872,0.014242047102262451,0.0153645884683
Gm5581,0.4840563101231877,1.0,1.0,1.0,0.5,0.5,0.48952770147018365,1.0,0.2156621306421955,0.22887000684152156,0.0012565662555
Gm5584,7.321849453615591e-08,0.0015973755027076653,0.0014635907222890765,0.0014646627647012629,0.0014646627647012629,0.001294283327915628,8.708759744684584e-07,9.203819844604802e-06,3.8366565899111946e-07,4.071626378570794e-07,-0.0450970889038
Gm5589,0.00461599393495217,1.0,1.0,1.0,0.5,0.5,0.010989456074187609,0.11614165146622035,0.004841420627352323,0.005137925554223438,0.0245287377762
Gm5605,0.1909430381959809,1.0,1.0,1.0,0.5,0.5,0.24105523538427565,1.0,0.10619722951183234,0.11270110599643786,0.0280728874931
Gm5698,0.3955619668170658,1.0,1.0,1.0,0.5,0.5,0.42325351637407355,1.0,0.1864649433911429,0.1978846853759357,-0.00126537578608
Gm5702,1.7956347519614115e-05,0.3243380566059533,0.27164605482400017,0.3169653150278158,0.31685770833111065,0.1988306360846871,9.35807814032287e-05,0.0009890049538665451,4.1227147399361404e-05,4.3752036944320735e-05,0.0391129521109
Gm5731,0.29644034956013726,1.0,1.0,1.0,0.5,0.5,0.34066348524565637,1.0,0.15007978678107395,0.15927117906641866,0.00344619653596
Gm5736,0.00014578911501375537,0.9585551476612932,0.9064094693704304,1.0,0.5,0.5,0.0005684205550008417,0.0060073311672091635,0.0002504184903615048,0.0002657549632455845,0.0358395220877
Gm5758,0.0009906211122951878,0.999999999600154,0.9999994314242038,1.0,0.5,0.5,0.0029485481710453455,0.031161619983837586,0.0012989871236276074,0.0013785414759021706,-0.0245699398901
Gm5774,0.02098874878209419,1.0,1.0,1.0,0.5,0.5,0.03930651900090437,0.41540946151794667,0.017316543293473444,0.018377066804668496,-0.0288510972701
Gm5778,0.11425125058532404,1.0,1.0,1.0,0.5,0.5,0.15995293954141224,1.0,0.07046749681454816,0.07478316397053633,0.0183062659726
Gm5781//Gm5781,0.003231837300819237,1.0,1.0,1.0,0.5,0.5,0.008109692031799747,0.08570697394823502,0.0035727364502098455,0.003791542879445589,-0.0178463596764
Gm5805//Gm5805,1.4149053137183311e-09,3.089256524491102e-05,2.9494681012098845e-05,2.949511616977233e-05,2.949511616977233e-05,2.792740108217242e-05,3.1236645722675474e-08,3.3012331056293575e-07,1.3761349052231172e-08,1.4604140478228611e-08,0.045032873626
Gm5827,0.000879859886757013,0.9999999955005792,0.9999974576396464,1.0,0.5,0.5,0.0026642625296412962,0.028157157919663882,0.001173744676771074,0.0012456287592210002,-0.0374630926956
Gm5841,0.18688357512376502,1.0,1.0,1.0,0.5,0.5,0.23713086434694539,1.0,0.1044683422255779,0.11086633582211473,-0.0164405708195
Gm5891,0.07649441913548669,1.0,1.0,1.0,0.5,0.5,0.11547944046215974,1.0,0.050874633040465085,0.053990367142153196,0.0106227386751
Gm5893,0.009052112303848869,1.0,1.0,1.0,0.5,0.5,0.01949115105723773,0.20599149379943288,0.008586854539689005,0.009112742470797311,-0.0216023283226
Gm5910,6.117908209603134e-09,0.00013356948641374267,0.00012610049036598792,0.00012610844192454938,0.00012610232401633978,0.00011679698562953343,1.0904671933489215e-07,1.1524561347740806e-06,4.804068852625848e-08,5.098286230844154e-08,0.0514580474872
Gm5929//Gm5929,0.00012727062094616798,0.937899645669046,0.8750533100178193,1.0,0.5,0.5,0.0005054698678713816,0.005342039207826241,0.00022268547490404046,0.00023632348439213386,0.0367666010198
Gm5951,0.000850348248024541,0.9999999914248909,0.9999962363962659,1.0,0.5,0.5,0.002587810460482722,0.027349177114231443,0.001140063608105858,0.0012098849483215936,-0.023762235402
Gm5970,0.23131507428474968,1.0,1.0,1.0,0.5,0.5,0.2807411524142982,1.0,0.12368091715091759,0.13125555363013638,0.00568684332042
Gm5972,0.0006018130775959157,0.999998042695392,0.9998809460181834,1.0,0.5,0.5,0.0019228593258616678,0.020321666162108606,0.000847118432511834,0.0008989988222189471,0.0197164974345
Gm5976,0.42666070255483657,1.0,1.0,1.0,0.5,0.5,0.44731296502582657,1.0,0.19706436798495128,0.20913325447834297,-0.00209881394914
Gm5998,0.027193708837839656,1.0,1.0,1.0,0.5,0.5,0.048755743041993024,0.5152732289144123,0.02147941249065361,0.022794884150726804,-0.0245797720918
Gm5999,5.253683491725422e-07,0.011405355666142758,0.010132064023345766,0.010183740080360559,0.01018167424036304,0.00846053189507462,4.659472926228066e-06,4.924346364014879e-05,2.0527374772092957e-06,2.1784540431541962e-06,-0.0593456133645
Gm6026//Gm16501//Gm6026//Gm16501//Gm6026//Gm16501//Gm6026//Gm16501,0.00013489516386240558,0.9474242177663528,0.8891621429051573,1.0,0.5,0.5,0.0005323144789797098,0.005625745466447432,0.00023451190681074603,0.0002488742068733524,-0.0367499790199
Gm6032,2.6411870088762055e-08,0.0005765105340560517,0.0005354101146313184,0.0005355534897898282,0.0005355534897898282,0.00048394469563638713,3.6980744736515744e-07,3.90829604045456e-06,1.629192010719726e-07,1.7289692238931318e-07,0.0407574162116
Gm6038,0.26121611828261515,1.0,1.0,1.0,0.5,0.5,0.30878329706395224,1.0,0.13603492417597127,0.1443661617091935,0.00302278673076
Gm6100,0.15401672128933008,1.0,1.0,1.0,0.5,0.5,0.20326189533609734,1.0,0.089547319375191,0.09503149921134083,-0.0127440764751
Gm6140,1.683493413121444e-07,0.0036689925665240875,0.0033182038789539847,0.003323721045525667,0.003323552696184355,0.0028760801469766752,1.7562061721019404e-06,1.8560398600816723e-05,7.736991467183551e-07,8.210830917575257e-07,-0.0470653952361
Gm6189,0.08864452950234375,1.0,1.0,1.0,0.5,0.5,0.1304214195403059,1.0,0.057457343343327034,0.060976224824099874,-0.011039748968
Gm6190,0.0012930504731967281,0.9999999999994619,0.9999999896111544,1.0,0.5,0.5,0.003695812711582298,0.03905905705753951,0.0016281955881977707,0.0017279117770955049,-0.0368318117173
Gm6214,2.1342424198898792e-05,0.3724898687659485,0.3124846428388359,0.3746671142387919,0.37462270387697344,0.2282145419588248,0.0001087216890395451,0.0011490210643735695,4.78974959636981e-05,5.08309001504342e-05,0.0383654715359
Gm6219,0.2912821512701841,1.0,1.0,1.0,0.5,0.5,0.33603933840679784,1.0,0.1480426122622968,0.15710924110975694,0.0038541317667
Gm6233,4.0968986432516623e-10,8.945127908277506e-06,8.626392014932094e-06,8.6264297832307e-06,8.6264297832307e-06,8.248286038458572e-06,1.1470968952685369e-08,1.2123050213666787e-07,5.053551816244416e-09,5.363048372534007e-09,0.07131631973
Gm6235,0.4721142110140457,1.0,1.0,1.0,0.5,0.5,0.481419986183859,1.0,0.21209026505003847,0.2250793881544129,0.00252230151356
Gm6266,0.44436555167118963,1.0,1.0,1.0,0.5,0.5,0.4605883083971817,1.0,0.20291283953799077,0.21533990615321383,-0.000384697997162
Gm6273,0.0003155456131428915,0.9989828087649782,0.9926440261533567,1.0,0.5,0.5,0.0010975964784131539,0.011599906927680677,0.0004835477020177763,0.000513161794050074,-0.0271225557707
Gm6306,0.000716578391579498,0.9999998405253708,0.999976193222765,1.0,0.5,0.5,0.002237027824098765,0.023641944070095615,0.0009855258147845572,0.0010458827393598335,0.0275909882831
Gm6338,0.022817589085660787,1.0,1.0,1.0,0.5,0.5,0.04208520765958629,0.44477592766068813,0.018540698565428254,0.01967619347393161,0.0232534576912
Gm6366,0.2105518509548569,1.0,1.0,1.0,0.5,0.5,0.260727813271194,1.0,0.1148640119014205,0.12189867136821816,-0.00611452421734
Gm6375//Gm6375,0.051133707556797296,1.0,1.0,1.0,0.5,0.5,0.08254043210919525,0.872325439328538,0.03636330569104832,0.038590317166523586,-0.0123859418119
Gm6394,0.45029389780421986,1.0,1.0,1.0,0.5,0.5,0.4650548125048226,1.0,0.20488056432554222,0.2174281410428909,0.00406443903051
Gm6400,0.08014634304573581,1.0,1.0,1.0,0.5,0.5,0.11994955867698068,1.0,0.052843950028115656,0.05608029174363316,-0.0121811122928
Gm6422,0.02336810544465421,1.0,1.0,1.0,0.5,0.5,0.04295136074405085,0.45392983382066254,0.018922283548457687,0.020081148008214048,0.0205619679152
Gm6438,0.003812377786622126,1.0,1.0,1.0,0.5,0.5,0.009328063289954553,0.0985832845741489,0.0041094916545787695,0.004361170782732668,0.0205079047007
Gm6455//Gm6455,0.10671015946926049,1.0,1.0,1.0,0.5,0.5,0.15129121666508247,1.0,0.06665156238442009,0.0707335288466991,-0.0105909063813
Gm6471,6.94822431929252e-08,0.0015159251732239643,0.0013899981310302456,0.0013909650264791694,0.0013908260619927837,0.001230530526946705,8.341673388341536e-07,8.815866015328947e-06,3.6749361693898156e-07,3.90000165409587e-07,0.0437270573659
Gm6487,0.0005137093515002211,0.9999865860042148,0.9995860787400507,1.0,0.5,0.5,0.0016783336136954239,0.01773740540841697,0.0007393922794786243,0.0007846751562684005,-0.0389669469937
Gm6495,0.3373403882762198,1.0,1.0,1.0,0.5,0.5,0.3762745700514927,1.0,0.1657683012423426,0.175920511062684,-0.00624491133764
Gm650,0.03371475815218837,1.0,1.0,1.0,0.5,0.5,0.05835026533017889,0.6166725753476471,0.025706293038883884,0.027280633118851292,-0.0213467958002
Gm6533//Gm6533,0.4013558214458595,1.0,1.0,1.0,0.5,0.5,0.42787183325518896,1.0,0.18849954951367878,0.2000438976391085,0.000603891684481
Gm6540,0.0005914422199591093,0.9999975449655056,0.9998624284235909,1.0,0.5,0.5,0.0018938861044578848,0.020015463765974042,0.0008343542382880093,0.0008854529056937132,0.0169820153157
Gm6545,0.2628473494291786,1.0,1.0,1.0,0.5,0.5,0.3102030258081093,1.0,0.13666038770945332,0.14502993073883672,-0.00892106778869
Gm6554,0.35391459736370234,1.0,1.0,1.0,0.5,0.5,0.38996393071086655,1.0,0.1717991687051308,0.18232072918794526,-0.00715522320669
Gm6577,0.12729137550395664,1.0,1.0,1.0,0.5,0.5,0.17464509190948227,1.0,0.07694014560214849,0.08165221959884521,-0.0177680201012
Gm6616,0.0035375938687689343,1.0,1.0,1.0,0.5,0.5,0.008757698893396317,0.09255540999085615,0.0038582168020325717,0.004094507010794126,0.0261902913198
Gm6639,0.0003096291407173426,0.9988424962005408,0.9920013709480615,1.0,0.5,0.5,0.0010801985780029939,0.011416037874286224,0.0004758830320514243,0.0005050277138459449,-0.0239353004806
Gm6648,0.22079679531776775,1.0,1.0,1.0,0.5,0.5,0.27052195665756357,1.0,0.11917883581062123,0.12647774964532724,0.0105033515842
Gm6651,0.020246606128432515,1.0,1.0,1.0,0.5,0.5,0.03810600852629952,0.4027219119084078,0.01678765668290167,0.017815789394399477,-0.0155789270498
Gm6661,0.00020171024522795705,0.9877788318226208,0.9600724311010465,1.0,0.5,0.5,0.0007489384666047224,0.007915127898127693,0.00032994591509896606,0.00035015291567956706,0.0284416746698
Gm6683,0.00834273424953561,1.0,1.0,1.0,0.5,0.5,0.01819318171198398,0.19227395379630371,0.00801503228394128,0.008505899891641645,0.0210002093598
Gm6702,1.0695340051771391e-07,0.0023324961641256747,0.00212450851240642,0.0021267683692947413,0.0021267683692947413,0.0018643047244242712,1.193727070936325e-06,1.2615859464066128e-05,5.258981723612949e-07,5.581059500240497e-07,0.0501002299471
Gm6712,0.00014302267145127617,0.9559742391395912,0.902317481815597,1.0,0.5,0.5,0.0005598842507654573,0.0059171155582997915,0.0002466578092934384,0.00026176396538604306,-0.0333704311737
Gm6718,1.7253942396508125e-06,0.03697151706788193,0.03203724451321943,0.03256164009069013,0.03256164009069013,0.02563073143001282,1.271422808927973e-05,0.0001343698393658956,5.6012714111377545e-06,5.944312162598535e-06,-0.0460653897595
Gm6719,0.22377191076912567,1.0,1.0,1.0,0.5,0.5,0.2734458221140587,1.0,0.12046694892896999,0.12784475115519478,-0.00674098327784
Gm6728,2.1349572577478637e-05,0.3725878035499173,0.3124846428388359,0.3746671142387919,0.3746422995895951,0.22827102423205348,0.0001087216890395451,0.0011490210643735695,4.78974959636981e-05,5.08309001504342e-05,-0.0385316524039
Gm6742,0.28785647758941196,1.0,1.0,1.0,0.5,0.5,0.33299299726214004,1.0,0.1467005423039537,0.15568497826104477,-0.00366538697048
Gm6779,3.0049875798727024e-05,0.48113878828373324,0.40576471983919116,0.5204721249611517,0.5,0.29785436891698225,0.00014509176922967998,0.0015333968832244031,6.392038692957277e-05,6.783508699612972e-05,-0.0385670408466
Gm6795,0.08164455618396016,1.0,1.0,1.0,0.5,0.5,0.12182438975103273,1.0,0.053669909545442145,0.056956835807342544,-0.00812646358183
Gm6815,0.014313251006446768,1.0,1.0,1.0,0.5,0.5,0.02860855781615218,0.302348462781438,0.012603541157532648,0.013375424523360954,0.0308726067464
Gm6835,0.0009740051844210824,0.9999999994250814,0.9999992887690056,1.0,0.5,0.5,0.002906210211083552,0.03071417285301706,0.0012803350746731102,0.0013587471125658152,0.0236916115041
Gm6853,6.010356538950111e-06,0.12298441770453239,0.10407062280442025,0.10989335895816382,0.10986715473034807,0.07925256132259616,3.683972279171676e-05,0.0003893392189480167,1.6229792687254903e-05,1.722375992626747e-05,0.0653625159317
Gm6937,3.190596173424199e-09,6.966104936556583e-05,6.61133473336406e-05,6.611553390569625e-05,6.611553390569625e-05,6.191351874529658e-05,6.246234130332128e-08,6.601308949634001e-07,2.751787400369366e-08,2.9203161411488227e-08,-0.065399909953
Gm6946,0.38025774798049367,1.0,1.0,1.0,0.5,0.5,0.41091708587350373,1.0,0.18103011124930074,0.19211700578479957,-0.00548135451502
Gm6950,3.1351243365606063e-06,0.06616210153985325,0.05663833332865842,0.058305450737833504,0.05829450191400791,0.044277361005245444,2.111340289111636e-05,0.0002231362010359734,9.30153991067364e-06,9.8711975841717e-06,-0.027555498858
Gm6955,0.2579824184027725,1.0,1.0,1.0,0.5,0.5,0.3057341546451301,1.0,0.1346916201122793,0.14294058917435892,0.00677844718845
Gm6957,0.00015748893390238563,0.9678995163838547,0.921622510019352,1.0,0.5,0.5,0.0006056560110321278,0.00640085267795337,0.000266822623894753,0.000283163741239217,-0.0265448597623
Gm6970,0.001937286565525841,1.0,0.9999999999973646,1.0,0.5,0.5,0.005222631746007959,0.05519518635740252,0.002300837902576283,0.002441748975287343,-0.0294968645892
Gm6983,0.08392864219054336,1.0,1.0,1.0,0.5,0.5,0.1247271054972455,1.0,0.054948705128606966,0.05831394914474818,-0.00971365813915
Gm6986,0.033339475474824104,1.0,1.0,1.0,0.5,0.5,0.05778470399451864,0.610695461732051,0.025457134181701695,0.02701621493296903,-0.0212382354915
Gm7016,5.7415477139958666e-06,0.11782189713332925,0.09978557936083987,0.10512199709555033,0.10511051400012233,0.07613292268758519,3.550648590636099e-05,0.0003752489552793168,1.564243326615766e-05,1.6600428633357314e-05,0.0559352832695
Gm7016//Gm7016//Gm7016//Gm7016,6.8933519769364875e-06,0.13973084332572427,0.11792499248084887,0.12547775162418778,0.12545404171156135,0.08933436978266465,4.135811203702755e-05,0.0004370916450348918,1.8220375546586425e-05,1.9336252793129107e-05,0.0529011354547
Gm7036,0.0010239643524039878,0.9999999998070697,0.9999996372230759,1.0,0.5,0.5,0.0030307985583271782,0.03203088009536266,0.001335222649654169,0.0014169961877466184,0.0282588291375
Gm7055,0.1391123166321534,1.0,1.0,1.0,0.5,0.5,0.1874543954000414,1.0,0.08258330261761465,0.08764098258144008,-0.00877253156265
Gm7075//Gm7075//Gm7075,3.40914906414647e-05,0.5249647632259029,0.44482342098917416,0.5884590255709179,0.5,0.32601692500432694,0.00016234243800484794,0.001715709924645143,7.152019378806596e-05,7.590033165692443e-05,0.0224543462214
Gm7076,0.10218351366826217,1.0,1.0,1.0,0.5,0.5,0.14624310391912385,1.0,0.06442760907749621,0.06837337313899461,-0.00793661073495
Gm7084,0.43647985673833084,1.0,1.0,1.0,0.5,0.5,0.4546395077081836,1.0,0.20029208686658506,0.21255864974974395,0.00204028025895
Gm7098,0.11815050612521011,1.0,1.0,1.0,0.5,0.5,0.16429707425615997,1.0,0.07238131159063858,0.07681418721783945,-0.0115914623632
Gm7172//Gm7172,0.34467296554757265,1.0,1.0,1.0,0.5,0.5,0.38255645109399733,1.0,0.16853579294097099,0.17885749328627984,-0.00475506673146
Gm7174,0.005810371952117818,1.0,1.0,1.0,0.5,0.5,0.013373797741975632,0.14134047632954228,0.005891845767155061,0.006252682272138017,0.0220061306768
Gm7181,0.0537986542677401,1.0,1.0,1.0,0.5,0.5,0.08616926697429703,0.9106766435451922,0.037961994092963414,0.04028691463773571,0.00971331979999
Gm7183,7.08079829830472e-09,0.0001545901999191468,0.00014570513231748627,0.00014571574818081283,0.00014570866738251452,0.00013466845763713666,1.227515069976716e-07,1.2972946655806886e-06,5.4078352377512284e-08,5.739029305591882e-08,0.0374533103847
Gm7191,0.39749825629701113,1.0,1.0,1.0,0.5,0.5,0.4246698110284749,1.0,0.18708889403146012,0.19854684885773446,-0.00247916503387
Gm7194,0.31749804381333757,1.0,1.0,1.0,0.5,0.5,0.35941478869744403,1.0,0.15834070039757783,0.16803801889266184,-0.00980194703287
Gm7197,0.2964438568303138,1.0,1.0,1.0,0.5,0.5,0.34066348524565637,1.0,0.15007978678107395,0.15927117906641866,0.00457872988995
Gm7208,1.7365015318066358e-10,3.7914713957309942e-06,3.676689038667469e-06,3.67669469329419e-06,3.6765210431410095e-06,3.5412475738132725e-06,5.705834664833128e-09,6.030189815522021e-08,2.5137136411573627e-09,2.6676619420208418e-09,0.0610894596306
Gm7229,8.241221470015076e-05,0.8346122307507988,0.7472662969652455,1.0,0.5,0.49948999333344907,0.0003490546911478917,0.00368897132017014,0.0001537765445704667,0.00016319433877011967,0.0223237414483
Gm7239,0.2810781037935204,1.0,1.0,1.0,0.5,0.5,0.326675266537807,1.0,0.1439172569766037,0.15273123515364054,-0.00350949614591
Gm7241,0.044194490273230615,1.0,1.0,1.0,0.5,0.5,0.07305248212005158,0.7720523982126689,0.03218337572193717,0.03415439418932392,-0.0192696020787
Gm7246,0.019762659956109697,1.0,1.0,1.0,0.5,0.5,0.03734973042172253,0.3947292153235764,0.01645447727977233,0.01746220496097764,0.0303326294234
Gm7262,2.835551383761434e-09,6.190951177498238e-05,5.8796264293947686e-05,5.8797993493677096e-05,5.8797993493677096e-05,5.518833658214879e-05,5.62955356768606e-08,5.949572426103404e-07,2.480107894456912e-08,2.6319980660573447e-08,-0.162078599986
Gm7275,0.17634188799200423,1.0,1.0,1.0,0.5,0.5,0.22626286958666558,1.0,0.09968043155418779,0.10578519735401855,-0.0168245884585
Gm7285,1.0331419830073215e-08,0.0002255507813470059,0.00021163740081109328,0.00021165979805870994,0.0002116391352190498,0.00019457162965976884,1.6700399903494183e-07,1.7649754563321334e-06,7.357385118242674e-08,7.807976195605889e-08,-0.0976078253489
Gm7286,0.10307576598036855,1.0,1.0,1.0,0.5,0.5,0.14727868392773433,1.0,0.06488383533483909,0.06885754023095653,-0.005276802908
Gm7290,0.001968856956798134,1.0,0.999999999998213,1.0,0.5,0.5,0.0052953957618539615,0.05596419011069279,0.0023328941940676585,0.0024757685021792354,0.0327050712111
Gm7298,0.0750621664092115,1.0,1.0,1.0,0.5,0.5,0.11368856563068046,1.0,0.05008566056615899,0.053153075332717285,0.0110653377973
