sidak_cor_pval,holm-sidak_cor_pval,holm_cor_pval,simes-hochberg_cor_pval,hommel_cor_pval,fdr_bh_cor_pval,fdr_by_cor_pval,fdr_tsbh_cor_pval,fdr_tsbky_cor_pval
numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
1.0,1.0,1.0,0.5,0.5,0.020153474584190707,0.2129912349791561,0.008878642118958066,0.00942240010547207
1.0,1.0,1.0,0.5,0.5,0.009104249341846485,0.09621791531665656,0.004010890098892614,0.0042565305352433415
1.0,1.0,1.0,0.5,0.5,0.016198165286677984,0.17118969805397366,0.007136124937828869,0.007573165295545367
1.0,1.0,1.0,0.5,0.5,0.4187499770991842,1.0,0.18448090270756862,0.19577913534973815
0.0023983206662122614,0.002182823873176365,0.0021852095857592246,0.0021850996104403643,0.0019150002273188415,1.2213637395734256e-06,1.2907936552765428e-05,5.380735463477504e-07,5.710269849747863e-07
0.9999999988359113,0.9999989018372406,1.0,0.5,0.5,0.0028236009263667926,0.029841119747505935,0.0012439414358670962,0.0013201246045820673
8.922967964508643e-08,8.813034912957818e-08,8.813064901305054e-08,8.813064901305054e-08,8.632839460939853e-08,3.304814197475239e-10,3.4926804028575187e-09,1.4559406322943264e-10,1.5451073467640832e-10
1.0,1.0,1.0,0.5,0.5,0.03930651900090437,0.41540946151794667,0.017316543293473444,0.018377066804668496
1.0,1.0,1.0,0.5,0.5,0.02061304567598404,0.21784819470552338,0.009081106822263006,0.009637264430017984
1.0,1.0,1.0,0.5,0.5,0.12182438975103273,1.0,0.053669909545442145,0.056956835807342544
0.023396532842756,0.020485440295831436,0.02069816606114116,0.02069816606114116,0.016667830095440404,8.607177310172793e-06,9.096462832351302e-05,3.7919043027641336e-06,4.024133310432119e-06
1.0,1.0,1.0,0.5,0.5,0.1247271054972455,1.0,0.054948705128606966,0.05831394914474818
1.0,1.0,1.0,0.5,0.5,0.2536014232435181,1.0,0.1117244705587341,0.1185668539256278
1.0,1.0,1.0,0.5,0.5,0.21847928682679235,1.0,0.09625136301121717,0.10214612108897037
0.13394034816838674,0.11313145011349157,0.12005810859047286,0.12004493638041301,0.08584987906505095,3.983808088651713e-05,0.0004210272532298197,1.7550723644197502e-05,1.8625589149842242e-05
1.0,1.0,1.0,0.5,0.5,0.14827666682432472,1.0,0.06532349813058438,0.06932412945907251
1.0,1.0,1.0,0.5,0.5,0.08399341705350885,0.887681255835645,0.03700342029118355,0.03926963454355242
1.0,1.0,1.0,0.5,0.5,0.009328063289954553,0.0985832845741489,0.0041094916545787695,0.004361170782732668
1.0,1.0,1.0,0.5,0.5,0.07839973944343344,0.8285646852776426,0.034539117601281775,0.0366544096460801
1.0,1.0,1.0,0.5,0.5,0.3699607858242077,1.0,0.16298675454992462,0.17296861307007855
0.9999582076577063,0.9991259295562563,1.0,0.5,0.5,0.0015297731503639248,0.01616734976258441,0.0006739437543899694,0.0007152183427786929
0.9788652906055866,0.9415192358895663,1.0,0.5,0.5,0.0006676755611525825,0.007056303951024146,0.00029414542560807417,0.00031215988347539056
0.9999998400024054,0.999976193222765,1.0,0.5,0.5,0.002237027824098765,0.023641944070095615,0.0009855258147845572,0.0010458827393598335
1.0,1.0,1.0,0.5,0.5,0.07305248212005158,0.7720523982126689,0.03218337572193717,0.03415439418932392
1.0,1.0,1.0,0.5,0.5,0.020153474584190707,0.2129912349791561,0.008878642118958066,0.00942240010547207
3.4387728109486204e-08,3.408376036961869e-08,3.408352642054715e-08,3.408352642054715e-08,3.349449454210879e-08,1.7599698287577726e-10,1.860017466403671e-09,7.753572310534494e-11,8.228427227691773e-11
1.0,1.0,1.0,0.5,0.5,0.45149022064975264,1.0,0.19890466393835168,0.21108625636231293
1.0,1.0,1.0,0.5,0.5,0.4800201577585772,1.0,0.2114735686305649,0.22442492316640708
1.0,1.0,1.0,0.5,0.5,0.01058847040198382,0.1119038495341094,0.004664765814632333,0.004950451805005543
1.0,1.0,1.0,0.5,0.5,0.4307765593928063,1.0,0.18977923077765887,0.20140195089940946
1.0,1.0,1.0,0.5,0.5,0.4094710937883612,1.0,0.1803930773632979,0.19144095779522627
1.0,1.0,1.0,0.5,0.5,0.2664630579669552,1.0,0.1173906821738638,0.12458008344932102
0.6463382679321235,0.5554825949676276,0.8107467702875758,0.5,0.4053019788754871,0.00021635920928118652,0.002286584131753781,9.531735980927605e-05,0.0001011549163810241
1.0,1.0,1.0,0.5,0.5,0.013521491898095647,0.14290137644032927,0.005956912639359807,0.006321734059034083
1.0,1.0,1.0,0.5,0.5,0.21206268269769693,1.0,0.09342451886365974,0.0991461514723074
1.0,1.0,1.0,0.5,0.5,0.4094710937883612,1.0,0.1803930773632979,0.19144095779522627
1.0,1.0,1.0,0.5,0.5,0.01676624885758874,0.1771934678175541,0.007386394969366406,0.007838762707847927
0.0014744473985304207,0.001352705929935416,0.0013536216173525017,0.0013534864579299005,0.00119805312193835,8.153550271656709e-07,8.617048809970914e-06,3.592058260651548e-07,3.812048022721391e-07
0.9979134960147912,0.9881402414193646,1.0,0.5,0.5,0.0010023376660084611,0.010593167766551654,0.0004415812956551886,0.0004686252234304741
0.0011207614270427602,0.00103231244706381,0.0010328456213559085,0.0010328456213559085,0.0009191350193826622,6.49417724445634e-07,6.863346693355473e-06,2.861019094734155e-07,3.0362375528595205e-07
1.0,1.0,1.0,0.5,0.5,0.008873197351389028,0.09377605108196374,0.003909099813273384,0.004148506269245871
0.9999999999999513,0.9999999976078437,1.0,0.5,0.5,0.003976643577391065,0.04202700745631571,0.0017519160287132296,0.0018592092746343195
1.0,1.0,1.0,0.5,0.5,0.2330989222364793,1.0,0.10269206434884558,0.1089812726977285
1.0,1.0,1.0,0.5,0.5,0.0743667283856884,0.7859419602341138,0.03276236879829334,0.03476884675432563
0.19425554889133423,0.16330774542384308,0.17829807094275413,0.17821431778673347,0.12145591606588552,5.6457206285790314e-05,0.0005966658523347788,2.487230316309504e-05,2.6395566890444997e-05
1.0,1.0,1.0,0.5,0.5,0.2464583969654666,1.0,0.10857760009209597,0.11522725849881743
1.0,1.0,1.0,0.5,0.5,0.045553452236401344,0.48142993948081725,0.02006863868562538,0.021297709800055353
0.0006263264619229547,0.000581245441601097,0.0005814144224240272,0.0005814144224240272,0.0005242256481721722,3.965431071158028e-07,4.190850850766994e-06,1.746976343018644e-07,1.8539670659287472e-07
1.0,1.0,1.0,0.5,0.5,0.024624765745500758,0.26024590674408715,0.010848475849865888,0.011512873097309074
0.9997443736064248,0.9970669653151648,1.0,0.5,0.5,0.0012826019005907413,0.01355512974461147,0.0005650521059715279,0.000599657802574899
1.0,1.0,1.0,0.5,0.5,0.07177781762213634,0.7585811546084507,0.03162182045009295,0.03355844737879134
1.0,1.0,1.0,0.5,0.5,0.3746415708680207,1.0,0.16504888111108781,0.17515703121635257
1.0,1.0,1.0,0.5,0.5,0.07638602930041814,0.8072828656857332,0.03365197471103427,0.03571293513335158
0.9999999999967337,0.9999999692260974,1.0,0.5,0.5,0.003493197433773195,0.03691772514646256,0.0015389331371010516,0.0016331825924567258
0.9532319492953466,0.8980831560376844,1.0,0.5,0.5,0.0005505816327300117,0.005818801190936895,0.00024255952758221044,0.0002574146910813975
1.0,1.0,1.0,0.5,0.5,0.008318763017050904,0.08791653275959177,0.003664842972474702,0.0038892903157624497
1.0,1.0,1.0,0.5,0.5,0.014905528161319398,0.1575285114154173,0.006566651799199931,0.00696881570136322
1.0,1.0,1.0,0.5,0.5,0.1922184269809939,1.0,0.08468210356005222,0.0898683211717818
0.99999999993989,0.9999998202785984,1.0,0.5,0.5,0.003161347293427066,0.03341057947165304,0.0013927360820497824,0.0014780319367057265
1.0,1.0,1.0,0.5,0.5,0.28788742216083,1.0,0.12682921653224438,0.1345966654831899
0.38525978467189814,0.3233797044690714,0.3906406746233615,0.3904799523500289,0.23612186445144231,0.00011270348974286377,0.001191102574720475,4.96516839716317e-05,5.269252054795858e-05
1.352141107968663e-07,1.3338722792965996e-07,1.333863768407872e-07,1.3338018405668207e-07,1.3041384047031607e-07,4.524863323674623e-10,4.782084713954786e-09,1.9934350238355866e-10,2.115519707538835e-10
0.00021267495510746137,0.00019976028891532938,0.00019978024249899467,0.00019975101777071805,0.00018370664194685202,1.5913016551216566e-07,1.6817611441285233e-06,7.010502253648079e-08,7.439849054523854e-08
0.9999975495277307,0.9998624284235909,1.0,0.5,0.5,0.0018938861044578848,0.020015463765974042,0.0008343542382880093,0.0008854529056937132
1.0,1.0,1.0,0.5,0.5,0.11994955867698068,1.0,0.052843950028115656,0.05608029174363316
0.39165767589498435,0.3287635510872515,0.39862928409246906,0.39851002353584625,0.24010630930832366,0.00011463416901086594,0.0012115068856457488,5.050224749086377e-05,5.359517544562704e-05
0.13398736805635114,0.11314827778750314,0.1200770828171711,0.12007049422552132,0.08588229215483266,3.983808088651713e-05,0.0004210272532298197,1.7550723644197502e-05,1.8625589149842242e-05
1.0,1.0,1.0,0.5,0.5,0.3236310317414598,1.0,0.14257611497302838,0.15130795709077566
1.0,1.0,1.0,0.5,0.5,0.03624365742055846,0.3830397245853471,0.01596719523350517,0.016945080118842305
4.313721091220302e-06,4.1783866232547595e-06,4.1783955933474174e-06,4.1783955933474174e-06,4.021525476504169e-06,6.280675801265723e-09,6.637708499479597e-08,2.7669607278728127e-09,2.936418734400505e-09
1.0,1.0,1.0,0.5,0.5,0.008004832572659909,0.08459877071468637,0.0035265404651651402,0.0037425176964811587
1.0,1.0,1.0,0.5,0.5,0.011678115020154622,0.12341971752714757,0.005144810313221,0.005459895847633983
1.0,1.0,1.0,0.5,0.5,0.15346559201772106,1.0,0.0676094865630878,0.07175011953265999
1.0,1.0,1.0,0.5,0.5,0.3608731810611451,1.0,0.15898319724407597,0.16871986441285497
1.0,1.0,1.0,0.5,0.5,0.029217382250759285,0.30878280082427734,0.012871759634975432,0.013660069604926989
0.4811753880942985,0.40576471983919116,0.5204721249611517,0.5,0.2978716358169114,0.00014509176922967998,0.0015333968832244031,6.392038692957277e-05,6.783508699612972e-05
1.0,1.0,1.0,0.5,0.5,0.3072484683896081,1.0,0.1353587532032445,0.1436485797457158
1.0,1.0,1.0,0.5,0.5,0.3176654682552781,1.0,0.1399479774272932,0.14851886353836696
1.0,1.0,1.0,0.5,0.5,0.04339638729476398,0.4586330801139473,0.019118340633339503,0.020289212290174965
0.06616210153985325,0.05663833332865842,0.058305450737833504,0.05829450191400791,0.044277361005245444,2.111340289111636e-05,0.0002231362010359734,9.30153991067364e-06,9.8711975841717e-06
0.9234535815571914,0.8550118107963456,1.0,0.5,0.5,0.0004721975851962476,0.0049904023450139355,0.00020802732307422854,0.00022076761790976532
0.9999999999986561,0.9999999819884268,1.0,0.5,0.5,0.003593551747465474,0.037978315920500674,0.001583144373860511,0.001680101474457374
1.0,1.0,1.0,0.5,0.5,0.3976395961173979,1.0,0.17518069410338236,0.18590935060575292
0.21448575830640892,0.1800441667542153,0.19850370464899575,0.1984926477947291,0.13332354874715038,6.203273111076356e-05,0.0006555905758690299,2.7328608617497237e-05,2.9002304774745142e-05
1.0,1.0,1.0,0.5,0.5,0.10508447531164011,1.0,0.04629511624176359,0.04913038529031572
0.6234366441146646,0.5340978661625579,0.7637626031259175,0.5,0.3900505148683833,0.00020493894039618719,0.0021658894513675937,9.028614398053149e-05,9.581557192719238e-05
1.0,1.0,1.0,0.5,0.5,0.3715515951024575,1.0,0.16368758785795268,0.17371236777344493
1.0,1.0,1.0,0.5,0.5,0.008873197351389028,0.09377605108196374,0.003909099813273384,0.004148506269245871
